,min_hue,max_hue,mean_hue,std_hue,min_value,max_value,mean_value,std_value,n_contours,contour_area,centroid_x,centroid_y,perimeter,max_diameter,min_diameter,horizontal_asymmetry,vertical_asymmetry
IM_000673,-202.21258317588104,-181.21258317588104,-190.77529518741997,2.352586516997414,74.0,224.0,134.1193241005369,21.206986095033052,1508,458176.0,586,416,259816,833.8681640625,490.6050720214844,0.72,0.73
IM_000873,-176.77800918967384,2.2219908103261616,-166.35245047539303,2.1938631765008805,73.0,229.0,169.6653793849346,8.39926850318063,713,1836444.5,2092,1234,181138,2040.187255859375,1513.7769775390625,1.33,1.34
IM_000163,-209.73128086558123,-189.73128086558123,-200.14651632799445,2.004820959885722,92.0,220.0,169.47650341971598,21.288770959321564,242,764867.5,1939,1774,48796,978.0,938.0,0.97,0.95
IM_000634,-154.52950374791,24.470496252089987,-146.5241971486338,2.213049925207911,54.0,248.0,148.61746588045244,12.53226369751181,617,1043283.0,2097,1289,130338,1916.0357666015625,1112.4676513671875,1.72,1.46
IM_000885,-170.5892853281245,-143.5892853281245,-156.7592970691395,2.538189638690331,56.0,185.0,154.81381841332524,20.039549599179136,1915,451340.5,1282,920,370322,882.1340942382812,685.62451171875,1.11,1.04
IM_000669,-198.7485419260477,-19.748541926047693,-189.9939432101569,2.4117012852698707,55.0,236.0,152.87263242375602,15.522513209684298,816,149192.0,524,435,103814,487.46282958984375,328.70196533203125,0.94,0.96
IM_000074,-232.7902179519569,-53.79021795195689,-222.95060815159394,3.0850861466999153,61.0,247.0,190.57149879007864,28.59849993037825,489,25568.5,501,354,27226,206.39544677734375,179.76377868652344,1.25,1.25
IM_000113,-141.13488883989405,37.865111160105954,-133.4722142401647,2.830583131865237,57.0,163.0,120.7080224372888,15.865221446880208,306,444768.0,1958,939,35644,981.5663452148438,777.9586791992188,1.39,1.44
IM_000598,-245.62338406545666,-66.62338406545666,-238.52528313687975,11.144696246197096,91.0,247.0,191.21049640149766,31.147234034621388,1134,161486.0,486,390,128289,541.2782592773438,381.21331787109375,1.09,1.09
IM_000961,-225.15832352831924,-46.158323528319244,-220.53646733237466,4.476191236215917,67.0,250.0,170.60392335407911,30.063923539069886,6937,5221514.0,2521,2078,4328942,2672.8583984375,2571.26025390625,1.12,1.11
IM_000390,-234.3906098834977,-55.39060988349769,-206.88983397104482,58.745772749363475,-178.0,76.0,-59.554485177049116,52.89266604160173,1273,215392.0,589,317,178880,712.8696899414062,331.30023193359375,0.86,0.83
IM_000104,-129.1474292937364,49.852570706263606,-121.97135648139631,16.099860234517042,4.0,127.0,80.39073275336891,20.04889793106505,228,488163.5,2263,1343,16856,778.0,737.0,1.06,1.07
IM_000114,-206.68100504464536,-27.68100504464536,-193.68412910716688,17.70300758605874,-12.0,242.0,87.04078941511449,31.060344157666734,6726,3164616.5,5780,3622,6956168,4387.86328125,4373.97607421875,5.39,5.4
IM_000417,-208.73121333293204,-29.731213332932043,-176.94162115804974,59.63087778625161,29.0,230.0,141.88474366950211,46.241983693262775,231,686997.0,2080,1774,41720,932.9998779296875,870.9998779296875,1.0,1.06
IM_000457,-195.73219497024115,-187.73219497024115,-190.58219813435431,0.9701916596445338,149.0,233.0,188.68133118357082,7.534925941058368,2378,291745.0,2150,1412,677267,1142.888916015625,754.6998291015625,2.58,2.53
IM_000409,-153.23018930704166,25.769810692958345,-139.1742681243862,3.278206164628175,55.0,231.0,142.494308075418,11.210868903828622,1078,110283.5,549,409,89200,481.80279541015625,317.5893859863281,1.09,1.08
IM_000092,-161.24381435253213,17.756185647467873,-153.47509807849838,9.370948125975483,109.0,228.0,161.54866580514468,6.067046953743878,1310,263815.0,503,372,193179,739.341552734375,410.672119140625,0.92,0.95
IM_000089,-148.90494142115512,30.095058578844885,-132.98477004667623,42.20959306749054,29.0,243.0,156.61436436922563,7.352147894284705,6499,6327502.5,2603,1540,4059932,3194.258544921875,2525.67822265625,1.09,1.11
IM_000336,-189.65793392006697,-10.657933920066966,-178.97380196073104,1.973000924489643,74.0,241.0,179.36735656869564,13.281263509245818,2202,1041963.0,1370,1496,602860,1175.843505859375,1008.62841796875,0.9,0.92
IM_000988,-247.9288222247284,-68.9288222247284,-219.42838592455396,54.79704177769953,5.0,240.0,137.72809065610113,58.48749623403394,1213,168984.5,543,493,209708,693.1835327148438,479.4271545410156,1.68,1.68
IM_000921,-197.41883527323927,-18.418835273239267,-184.3203929447715,40.40736670595907,-65.0,45.0,-2.5565485013692437,11.663100110776009,364,312329.5,1638,1030,44232,794.8321533203125,715.7026977539062,1.48,1.5
IM_000605,-204.30525071928992,-25.305250719289916,-194.85965448877158,13.677325110556085,32.0,207.0,133.33120695904313,40.480880460847224,322,9850.0,533,371,15199,151.7103271484375,131.59188842773438,1.77,1.76
IM_000593,-165.93057457284658,13.06942542715342,-146.25455473636748,43.051731132087916,25.0,228.0,104.04117659815948,26.466473117170192,1555,261143.0,550,365,215153,643.6400756835938,577.6557006835938,1.19,1.14
IM_000094,-157.42430062968208,21.57569937031792,-149.05704935249236,11.574085458354846,-1.0,143.0,62.693369147311316,38.76203643483483,90,84348.0,1505,856,3741,296.0,234.0,0.69,0.71
IM_000011,-246.22179909935616,-67.22179909935616,-220.35342643568433,47.47830742529396,24.0,240.0,89.02506235932081,61.98287249435444,1264,399141.5,535,426,259235,720.9996337890625,578.4494018554688,0.84,0.87
IM_000396,-232.83968464831167,-53.839684648311675,-97.35036508510998,24.228744044697972,-36.0,113.0,33.79209333470691,25.2281377757121,2593,673382.0,839,539,640868,1130.154541015625,916.9796142578125,1.29,1.29
IM_000043,-136.22630106519665,42.77369893480335,-105.06029088343867,57.571341163858214,83.0,180.0,147.42012795644212,14.141927855662622,1323,440999.5,531,433,293791,788.0,617.0,0.94,0.94
IM_000042,-174.6178308272623,4.38216917273769,-146.0295037874676,60.71430041606044,-121.0,85.0,-31.795190103852523,18.217059463119472,2182,950662.5,1555,961,651764,1055.47412109375,959.2344970703125,0.92,0.9
IM_000167,-191.07983860859196,-12.079838608591956,-181.90529270759,3.0215181039413523,36.0,250.0,139.97927139534409,41.70646754155029,912,104019.0,418,300,108874,496.22283935546875,401.60992431640625,1.48,1.57
IM_000497,-204.65001277754152,-191.65001277754152,-198.3726103430366,1.3056535289340403,102.0,211.0,169.95851269040355,15.49024187053811,931,139524.5,1029,557,82089,407.2702941894531,356.3744812011719,0.87,0.86
IM_000876,-175.2842071055876,3.7157928944124023,-166.9816721040531,5.861094811305378,67.0,172.0,125.69685124536541,20.98181772544954,1411,216401.5,2099,1697,216058,667.9992065429688,399.528564453125,0.96,0.99
IM_000597,-219.56811718177997,-40.56811718177997,-203.07358651900424,45.496684724102955,116.0,237.0,214.1323782995092,20.487949195228342,788,144440.5,554,381,77107,482.8124694824219,318.03851318359375,0.92,0.93
IM_000756,-191.92356231331485,-12.923562313314847,-176.35882696121686,39.654385313964106,-13.0,232.0,76.61203996027687,37.304297834205144,1229,173697.0,626,345,122075,454.8039855957031,444.3001403808594,0.95,0.9
IM_000426,-181.8993266739741,-163.8993266739741,-173.00886176324394,2.4565665888726955,74.0,240.0,154.57545695598373,18.416866901484386,1490,153144.5,492,414,174687,522.8626098632812,436.7623291015625,1.14,1.07
IM_000178,-192.70764655960738,-13.707646559607383,-185.1153385761119,5.573432255044706,56.0,231.0,145.63724117045842,31.937915723620243,440,24961.5,420,452,26532,196.2071533203125,184.72564697265625,1.23,1.17
IM_000416,-208.860853297789,-29.860853297788992,-199.0024259991752,4.893502719188864,28.0,220.0,149.02518874937596,30.461907181647874,2686,737427.5,1235,539,824222,1344.68115234375,1049.84375,1.55,1.67
IM_000870,-159.95797183945518,19.042028160544817,-152.5338578376379,4.915331060652681,89.0,247.0,153.8878737342761,6.093886782246245,2973,824010.5,1916,1859,890844,1656.7978515625,1229.3787841796875,2.11,2.17
IM_000882,-136.9709453923117,42.029054607688295,-130.54269673574103,4.1195507278330465,39.0,174.0,105.10035323738303,22.279519456471395,165,186574.5,1901,1533,23288,568.9998779296875,488.99993896484375,1.13,1.18
IM_000680,-164.91430624296882,-151.91430624296882,-156.17397487716747,1.7871880819524988,72.0,166.0,137.38816973951091,14.18670052452798,1000,88581.5,470,373,88382,419.37127685546875,339.8090515136719,1.29,1.22
IM_000177,-209.02614871272522,-30.026148712725217,-111.80883946494963,51.307567185705075,-38.0,115.0,22.722420992035442,25.86298708865711,1704,304565.0,701,533,211827,726.741455078125,537.576904296875,1.01,1.01
IM_000395,-202.61476093462335,-189.61476093462335,-194.79699383597202,1.404246667196683,102.0,208.0,181.0233846873675,8.327921326986521,2233,168875.5,468,303,254236,695.2442626953125,490.4220886230469,1.44,1.58
IM_000911,-152.88124146230405,26.118758537695953,-142.5067968235074,8.098237931032589,45.0,247.0,168.54537344761238,10.0767251957226,1034,132773.5,564,411,132434,525.0097045898438,430.8948974609375,1.39,1.48
IM_000793,-165.00802893087211,-150.00802893087211,-156.75050297081404,1.4777142597377533,60.0,183.0,136.73600995818,14.04055722635882,1820,237510.5,494,403,213054,602.8885498046875,463.83929443359375,0.95,0.92
IM_000960,-183.27746099225237,-4.277460992252372,-171.17642019109795,9.296698924366613,8.0,244.0,151.17066806606317,26.900330611973192,959,162077.5,487,454,120106,487.5966491699219,385.89178466796875,0.98,0.97
IM_000684,-214.9455755349468,-35.94557553494681,-204.13461266595004,3.416781916074181,107.0,243.0,193.43933570047912,13.596292548922325,1660,35696.0,634,1021,282479,936.9160766601562,661.7951049804688,15.61,15.3
IM_000383,-228.87807061823193,-49.87807061823193,-219.933813653287,1.6911291817396081,83.0,248.0,209.65329921532492,22.293021361758242,1098,199362.5,390,293,117907,548.2999267578125,458.75201416015625,1.0,0.98
IM_000956,-164.8141724738193,14.185827526180702,-159.4033160600853,2.8671417473593865,101.0,214.0,161.13074184452853,8.423014960488114,368,730657.0,2157,1732,55056,1275.145751953125,798.6622314453125,1.1,1.08
IM_000751,-176.66715978208305,2.332840217916953,-170.3967396160123,9.804537751708466,89.0,226.0,165.33047808021075,12.585144997427939,2610,560782.5,2191,1623,654059,1451.2532958984375,1038.9005126953125,2.17,2.19
IM_000257,-175.59634908843555,3.403650911564455,-163.27209237173912,26.14563526421815,-113.0,-1.0,-40.402392229749985,24.900217440680642,251,260154.0,1720,924,18104,671.0,586.0,1.19,1.18
IM_000538,-245.1768259787194,-66.17682597871939,-133.42048211327682,83.93908579993806,-144.0,62.0,-76.51181213986108,46.8771091570378,876,80521.5,588,342,96597,441.10626220703125,358.9846496582031,1.6,1.61
IM_000335,-194.40213427974135,-182.40213427974135,-188.45243026650903,1.2994025819769308,116.0,215.0,171.87355271176114,11.036385509365317,1123,89103.0,1133,851,205358,600.2183227539062,405.096435546875,2.37,2.37
IM_000015,-190.8431188911932,-11.8431188911932,-180.26152870760686,5.505392132274466,71.0,244.0,174.42395916113304,15.21200894471544,956,82771.0,526,377,84543,356.7705993652344,346.7418518066406,1.08,1.19
IM_000324,-152.12201238559098,26.877987614409022,-141.85579742852732,2.7607675510000544,30.0,197.0,150.17936723028322,7.675637741404602,5160,6923080.0,2344,1602,3259678,2345.6123046875,2192.109130859375,0.65,0.6
IM_000758,-221.853486323876,-42.85348632387601,-213.74928601834924,16.956415845480507,-173.0,81.0,-11.549575568243847,40.503806852306695,1199,11551895.5,3481,2741,521357,3833.771240234375,3668.85009765625,1.03,1.04
IM_000222,-125.77540329257485,-115.77540329257485,-119.87430484399191,1.3205237734642181,63.0,134.0,106.01685248669405,10.902351216939353,180,157897.0,2228,1403,20875,502.0,489.0,1.23,1.27
IM_000179,-167.9274929085232,11.072507091476808,-154.92905924783483,39.66457643387918,102.0,252.0,168.56175306974026,7.961501949662494,471,978934.5,2029,1837,82297,1206.2906494140625,1003.1248779296875,1.07,1.07
IM_000983,-148.66956077106192,30.330439228938076,-135.1885732881403,25.131187243754326,-104.0,85.0,-17.94596390321301,6.385446398510279,5340,2463506.5,1543,1151,1779917,1742.3896484375,1484.221923828125,0.81,0.79
IM_000356,-218.83568925300202,-39.835689253002016,-209.41178154320633,3.408974274399849,9.0,250.0,124.28976288640344,31.912255372189215,1104,11675595.5,3563,2499,691936,4682.5478515625,3264.278564453125,1.12,1.13
IM_000666,-211.28895421616386,-32.28895421616386,-189.67438567430088,50.115095934385245,-178.0,76.0,-20.210811546598446,44.525709750069254,1538,14137399.5,3802,2055,1284421,4995.2275390625,4358.015625,1.34,1.34
IM_000340,-185.02382222162964,-6.0238222216296435,-173.55637517113703,12.84947541401555,1.0,218.0,105.35312010471878,32.58779785897761,1263,341108.0,513,332,164356,818.9457397460938,329.298828125,0.69,0.7
IM_000431,-195.62745970736606,-16.627459707366057,-182.64852574985372,26.986525992968126,46.0,242.0,168.98968919439423,30.534361974220054,512,54005.5,491,311,25279,227.40713500976562,216.08822631835938,0.75,0.75
IM_000551,-133.41868305354458,45.581316946455416,-59.18404098437739,78.12887411943358,-15.0,208.0,65.8897365692868,31.963213286053126,821,110546.0,554,385,116230,470.0,402.0,1.38,1.38
IM_000203,-178.96095066452799,0.039049335472014945,-82.55506871644536,80.86747697075083,-21.0,120.0,38.438210469687796,9.90182963353906,2827,744278.5,1299,1200,517744,1370.154052734375,728.5428466796875,1.05,1.03
IM_000630,-159.60296482527406,10.397035174725943,-145.45291273154967,7.709048982933438,117.0,200.0,175.91984216709892,9.958538494960168,502,59581.5,520,366,35192,244.76649475097656,234.70925903320312,0.81,0.83
IM_000093,-171.25270148321263,7.747298516787367,-161.60660442660594,2.4434438444088022,51.0,191.0,140.42370948727364,21.256199039059148,519,83236.5,506,477,37808,270.8468017578125,260.5251159667969,0.71,0.69
IM_000558,-179.62730638217104,-0.6273063821710423,-171.40823845492812,9.064468129066425,39.0,192.0,141.19953756037407,23.853230740999734,2440,55535.0,1649,1260,249375,648.2198486328125,467.80828857421875,4.15,4.22
IM_000068,-154.69228881839288,24.307711181607118,-135.1543291045169,40.949620815805545,-122.0,7.0,-34.52026807602002,24.929679109591905,1899,434398.5,1199,1265,313160,781.64697265625,608.0521850585938,0.92,0.89
IM_000284,-195.8900824884228,-16.89008248842279,-187.6506694977711,6.592839751193022,98.0,228.0,189.11164534996007,8.871740885036173,2205,445859.0,984,813,323023,884.4959716796875,580.6744995117188,0.89,0.88
IM_000844,-203.79713822113598,-184.79713822113598,-192.31971565882913,2.106096707324542,96.0,212.0,155.54505760542983,19.309643364334313,617,64154.0,494,350,46904,257.1847839355469,244.5244140625,0.78,0.78
IM_000434,-145.1840388659813,33.81596113401869,-135.31632758598332,23.269342174856863,13.0,204.0,133.5908378975303,17.205534149741407,4571,6011153.5,2340,1508,2245495,2385.09033203125,2056.896484375,0.71,0.69
IM_000153,-158.77833524997772,20.221664750022285,-152.4524192136106,1.5319492356485043,100.0,240.0,159.95560766723386,4.064727379751148,343,779491.5,2250,1456,53973,1089.0,1038.0,1.19,1.18
IM_000075,-148.37740054813162,30.622599451868382,-137.71081632996123,5.756271165885427,87.0,179.0,140.97032744585113,15.633422164018327,2564,805438.0,1719,1173,939118,1204.5059814453125,1064.03759765625,1.41,1.41
IM_000730,-158.5854022676459,-148.5854022676459,-153.13781601522552,1.200161576833013,106.0,182.0,146.24574898785426,8.007649153376585,221,441736.0,2199,1514,37778,859.5444946289062,687.8145141601562,1.07,1.04
IM_000446,-169.3494245412558,-139.3494245412558,-159.1972427808696,2.1034665840532534,36.0,234.0,139.90158776339254,19.54045394814244,1067,156740.0,480,408,160282,498.77020263671875,475.06402587890625,1.2,1.27
IM_000188,-183.16991931021732,-4.169919310217324,-174.26916316952935,1.6885708930815735,67.0,188.0,156.6098169061585,19.927223956310858,282,567791.5,2011,1263,48524,966.0,870.0,1.28,1.28
IM_000271,-145.33086203910364,-130.33086203910364,-136.42508483249102,2.3904591918177833,27.0,135.0,92.43285238623751,24.537293572283872,285,13125.0,1501,974,13706,165.7321014404297,134.75048828125,1.43,1.43
IM_000236,-160.70913678582113,18.29086321417887,-70.60729536483076,85.35635336534494,62.0,152.0,110.8333723014574,12.363958985998483,1450,63216.0,1790,1453,161631,458.1035461425781,457.5804138183594,2.38,2.59
IM_000487,-224.91855349931947,-45.91855349931947,-121.83491881615934,51.16461762264616,20.0,255.0,78.21768482483122,48.57475541509029,3100,1720948.0,1124,939,820199,1306.3131103515625,1122.1241455078125,0.7,0.69
IM_000117,-169.67126517009203,9.328734829907972,-156.70581700209706,32.509538843698586,88.0,204.0,158.307970917547,5.982199046518189,2106,758601.0,2202,1401,642595,1113.7742919921875,928.257568359375,1.07,1.09
IM_000943,-187.8046341855384,-8.80463418553839,-180.72818988472233,2.7972881719525744,68.0,244.0,142.7696619601842,15.608252473223233,2489,1598671.0,1975,1015,867417,1302.330078125,1235.73583984375,0.8,0.9
IM_000825,-196.45560016687116,-188.45560016687116,-191.87734613194172,0.8748101057685986,138.0,207.0,187.2626460997484,4.885084260900178,1448,235628.0,1465,1752,153867,1025.447021484375,649.3313598632812,2.1,2.15
IM_000126,-155.4728932599494,-143.4728932599494,-150.51926249512553,1.3861792211020698,102.0,174.0,137.9820431108565,9.652341627331804,207,176816.5,1513,931,16644,474.172607421875,320.7330627441406,0.71,0.7
IM_000116,-171.1155272205767,7.884472779423305,-159.46916896841748,1.2193789493346752,67.0,224.0,155.78964304416053,5.187348069889637,2706,623950.0,1352,1117,974920,1542.4609375,945.3051147460938,1.88,1.86
IM_000473,-250.03970322391072,-71.03970322391072,-205.84238145566906,73.53589452809243,-122.0,69.0,-44.425564939511524,50.627838249289944,763,34564.0,454,395,56043,315.5252990722656,287.7581787109375,2.12,2.07
IM_000693,-171.87733222396358,7.1226677760364225,-162.30194011510886,1.5391752033982053,54.0,219.0,161.37320484881658,7.47314264676949,4291,5277707.5,2219,1656,2254510,2149.478759765625,2108.82861328125,0.72,0.73
IM_000057,-134.68528362480743,44.314716375192575,-117.74001470753676,38.73631938294375,32.0,168.0,106.11917748556866,28.470036011084495,2865,1845346.0,1871,1431,693425,1831.637451171875,955.83935546875,0.71,0.74
IM_000863,-233.15762066129483,-54.15762066129483,-220.29532849223793,2.8072031032740945,92.0,240.0,213.8120192917883,24.245795962960898,636,64518.5,541,355,54725,352.7901916503906,301.66082763671875,1.43,1.33
IM_000912,-182.46480498366518,-3.464804983665175,-170.2944320637561,6.681970037119361,91.0,203.0,159.66900365138272,8.19414900006434,1259,196406.0,549,337,196714,674.5275268554688,533.18310546875,1.57,1.59
IM_000369,-189.4121688054194,-10.412168805419412,-178.71808797455665,2.5091564737249916,97.0,216.0,173.64949395457725,13.518139960780656,2042,389687.5,1051,767,550928,916.5291748046875,890.0830078125,1.83,1.8
IM_000268,-188.6940916680972,-168.6940916680972,-178.47258276269906,1.713556118694606,91.0,204.0,162.1331690034468,14.921982602530617,1030,90300.0,573,481,111139,453.2149353027344,425.2830505371094,1.77,1.77
IM_000046,-169.94389784932326,9.056102150676736,-158.53501107167608,33.93717357597566,20.0,224.0,124.4470561150706,30.298211897609935,281,349371.5,2189,1506,31288,937.9998779296875,888.9998779296875,2.01,1.89
IM_000349,-241.9207086951637,-62.92070869516371,-226.80389366183846,7.292898014016481,35.0,233.0,195.2384637019498,35.52375114145717,1480,397204.5,554,433,308256,965.9938354492188,432.9745788574219,0.88,0.89
IM_000195,-195.8842937441817,-16.88429374418169,-163.14197706355202,59.09501821748028,66.0,185.0,135.57687728735834,22.792895902888443,399,7609.0,536,395,19430,187.34503173828125,164.63096618652344,3.42,3.47
IM_000834,-91.8143100602949,87.1856899397051,8.39667093056356,80.11863790513536,25.0,255.0,157.08649531753272,34.88330416018254,1197,192461.0,579,476,169713,604.2996215820312,481.1689147949219,1.3,1.31
IM_000736,-193.87070515718398,-183.87070515718398,-188.5385543712362,1.4112359464645823,114.0,197.0,163.1383134196816,15.628477457975857,848,111534.0,516,367,71583,358.70843505859375,337.1263427734375,0.93,0.94
IM_000263,-222.66026922871754,-204.66026922871754,-212.34027698558282,3.640320330703112,82.0,218.0,171.9005505219724,30.366889415692746,706,63476.0,540,367,77235,410.1161193847656,311.6427917480469,1.76,1.8
IM_000443,-186.4191906677956,-177.4191906677956,-181.33531496883126,1.5204233393977074,99.0,198.0,156.9205782597208,10.995399047780579,1409,387227.0,2077,1656,200743,797.7192993164062,619.92724609375,1.01,1.05
IM_000675,-132.51199438787316,-120.51199438787316,-125.1904777707289,1.0785405097860032,87.0,161.0,130.55083465272807,8.56567795858902,181,232189.5,2283,1418,23203,665.9998779296875,534.9998779296875,1.18,1.21
IM_000304,-211.70743092570834,-32.70743092570834,-197.43223988765465,30.453428797108025,30.0,208.0,108.97960656747445,36.34398995830419,993,97122.0,533,351,103331,417.08148193359375,336.92889404296875,1.14,1.14
IM_000966,-205.41946737387272,-26.41946737387272,-197.73758590877603,3.1486439959049624,59.0,253.0,183.7689870535424,24.98874458247629,1220,115586.0,398,310,144971,509.4857482910156,425.2838439941406,1.59,1.6
IM_000124,-220.47940786317903,-41.479407863179034,-203.95909789741938,33.75020383609006,48.0,233.0,173.37600468552893,37.70677415622656,769,103731.5,512,375,86862,387.5232849121094,371.25457763671875,1.16,1.22
IM_000786,-149.01961493894908,29.980385061050924,-139.30828822115149,11.19588155750159,17.0,217.0,125.29203986035967,20.836308316109296,615,2837267.5,1911,1066,195658,2305.095703125,1470.2767333984375,0.95,0.83
IM_000050,-173.51993534316134,5.480064656838664,-163.47793868104137,18.888061383913872,-177.0,77.0,-40.58490402804128,41.99694432358517,7422,10103924.5,4263,2619,6474782,3905.444580078125,3888.4638671875,1.21,1.32
IM_000353,-173.35988270050044,5.640117299499565,-159.96495955635578,2.3706727797314326,64.0,179.0,156.5370031912054,10.442111859091243,3445,1660085.0,1167,1011,805340,1309.96044921875,1253.64599609375,0.78,0.78
IM_000927,-212.96979204875993,-33.96979204875993,-204.40578600679825,4.740456012139085,122.0,230.0,212.1280041755965,7.331061801152177,878,111636.0,1748,1304,103326,427.5860595703125,389.48516845703125,1.28,1.3
IM_000142,-153.35232979407175,25.64767020592825,-144.59713505318268,3.3979717958188904,31.0,179.0,117.19726762745829,22.170621047335356,368,584459.5,1151,1321,64016,1173.80810546875,821.7122192382812,1.36,1.4
IM_000470,-155.9814765675642,23.018523432435813,-143.831169416152,30.790148358037918,90.0,241.0,159.20682687478268,5.914043505568757,1394,384893.5,531,330,253535,731.6414184570312,468.6798400878906,0.75,0.74
IM_000399,-157.1638684245665,21.836131575433512,-143.04270491034018,16.287849007939545,-119.0,42.0,-42.823147560043495,42.83429830802162,812,47208.5,540,435,71349,368.1654052734375,336.3752746582031,2.14,2.24
IM_000625,-138.74465664852463,-124.74465664852463,-129.7718039030177,1.4191331256723791,30.0,167.0,115.27289842120942,15.006651743609407,183,171698.0,1557,1638,15712,633.9998779296875,524.9998779296875,1.55,1.74
IM_000320,-200.45795342852549,-21.457953428525485,-179.4541537617677,44.970179864107685,47.0,205.0,158.5069954421631,26.722392918362985,1135,246107.5,539,398,184847,549.1209106445312,529.6846923828125,0.97,0.96
IM_000019,-211.29052579716623,-32.290525797166225,-202.85184255137932,2.145206663224849,119.0,227.0,177.85007660319545,18.902411428088072,275,135518.5,1494,993,39602,516.0,358.0,1.11,1.09
IM_000809,-174.86172426418926,-166.86172426418926,-170.7353913065687,1.201799755094108,108.0,179.0,160.77083777003267,7.088475711204306,171,91419.5,1921,1592,23311,535.0,444.0,2.14,2.23
IM_000808,-170.52220333069695,8.477796669303046,-160.46634263975037,26.175436699981855,-136.0,-2.0,-55.11788951417512,31.66845590349177,865,117787.0,461,428,83196,424.4287109375,335.1625061035156,0.95,0.97
IM_000407,-221.800072557791,-42.800072557791,-199.95077745162527,45.54020910117196,-100.0,135.0,8.402389657589818,39.83023429842317,1994,770127.0,711,559,523632,1060.3218994140625,831.4824829101562,1.0,0.96
IM_000537,-186.74150837374455,-7.741508373744551,-163.92581412083968,54.38313657430929,-68.0,45.0,-14.035719649903736,17.659179346728166,627,41799.0,499,425,56947,333.53369140625,282.9241943359375,1.82,1.81
IM_000620,-178.95057879473373,-169.95057879473373,-173.2610051349617,1.1526745871405992,121.0,195.0,165.00283663993247,9.898143588130733,920,33512.0,1578,974,71402,306.0412902832031,293.5244445800781,2.18,2.02
IM_000038,-210.0351640736775,-31.035164073677493,-144.14495120449743,84.9448235395904,-9.0,48.0,31.175698312516307,8.094262272428162,351,390934.5,1557,1010,60084,1025.6378173828125,566.4740600585938,1.16,1.2
IM_000175,-185.08093514205257,-6.080935142052567,-163.85318576276237,55.74574686732183,-76.0,32.0,-8.142106031838761,21.165829464285235,885,33987.0,1582,1001,53299,304.5924377441406,220.4757537841797,1.44,1.42
IM_000245,-169.02472955357536,9.975270446424645,-157.12097037858882,31.767001226664334,40.0,243.0,150.97512346531997,22.876022168957988,3249,2006016.5,2627,1041,1595079,1813.0220947265625,1214.33642578125,0.95,0.95
IM_000828,-206.67123048036072,-193.67123048036072,-198.247516055,2.0454667124598807,125.0,197.0,173.26791058214215,14.131904186060325,207,85219.0,1636,947,16384,445.99993896484375,358.99993896484375,1.77,1.77
IM_000667,-163.99375236983593,15.006247630164069,-148.98742896018982,33.96151680720133,-85.0,41.0,-10.350379151208035,12.47917515293516,1844,346168.5,760,690,428242,880.1741333007812,801.5286254882812,1.66,1.71
IM_000754,-225.6663573889056,-46.666357388905595,-213.5251615472763,2.494967054655578,34.0,219.0,165.07337085695784,22.530688178138966,1143,47413.5,483,552,136717,637.9727172851562,358.036376953125,3.95,3.77
IM_000858,-218.32671150206895,-39.326711502068946,-205.22343123417969,42.58715511185939,54.0,254.0,163.30090695603081,37.24099602614606,550,5044333.5,3979,1448,194594,2572.011962890625,2172.31884765625,0.9,0.91
IM_000154,-219.46316097032414,-40.46316097032414,-208.6180702892358,17.27279436897891,-60.0,113.0,29.947555731941865,36.056168954793996,2768,1130064.5,814,552,715640,1213.8717041015625,932.8176879882812,0.81,0.82
IM_000287,-158.28350432942904,20.716495670570964,-148.10003767001746,2.075670686063811,58.0,206.0,140.83080964684927,16.122784522085016,2963,312300.5,2408,1750,1095894,1416.4793701171875,1166.66357421875,4.17,4.43
IM_000602,-181.1775804645174,-2.177580464517405,-171.71733722891832,2.9425309211901407,59.0,188.0,143.01698878099367,23.467912935596054,1244,117637.0,486,341,129809,446.0723571777344,389.8688049316406,1.09,1.3
IM_000743,-207.9954230387159,-28.9954230387159,-148.13558680961992,82.97137111806458,-13.0,43.0,24.9318958855484,8.021348254728018,377,383685.0,1563,1000,59526,1022.9585571289062,560.1315307617188,1.17,1.21
IM_000017,-189.60453863784272,-179.60453863784272,-184.6437064903873,1.5891229958397652,125.0,240.0,182.09622552009216,16.936489101392148,746,71873.0,468,376,48248,360.62445068359375,181.7264404296875,0.73,0.72
IM_000127,-158.0928813725799,20.90711862742009,-130.75601400760124,58.70616324142022,18.0,188.0,102.71095797563872,31.208957460254776,310,441774.5,2399,1683,71007,903.9998779296875,822.9998779296875,1.28,1.34
IM_000322,-129.6051109062164,49.394889093783604,-120.44470685636487,21.917469159647503,-4.0,195.0,45.99901793438866,20.10435927948788,1815,485267.5,1967,982,275387,641.577880859375,640.8413696289062,0.66,0.64
IM_000255,-183.4892188923829,-4.489218892382894,-177.48421675370128,4.56021583944925,77.0,247.0,141.7512554853223,20.54362271748487,2052,252188.0,1611,1011,297859,692.390625,509.010986328125,1.12,1.13
IM_000964,-238.47589900250043,-60.47589900250043,-227.4658034161764,1.3861490000968162,80.0,243.0,218.92891326489303,17.880364465302467,1564,589087.5,768,962,337101,940.5858154296875,677.6678466796875,0.95,0.87
IM_000190,-195.4456240172331,-175.4456240172331,-183.9991198090808,1.8011044738447692,108.0,242.0,175.33411755745217,16.603225590463175,1138,273394.5,488,343,183843,683.760009765625,467.48858642578125,1.03,1.04
